PHYS 1310, 25016.0, MWF, 11:00 AM - 11:15 AM, 4.0, PHYS 1310 - g:Calculus-Based Physics I (M/W/F 11:00 AM - 11:15 AM)
PHYS 1310L, 25017.0, M, 02:00 PM - 04:20 PM, 1.0, PHYS 1310L - Calculus-Based Physics I Lab (M 02:00 PM - 04:20 PM)
PHYS 1310L, 25018.0, M, 04:30 PM - 06:50 PM, 1.0, PHYS 1310L - Calculus-Based Physics I Lab (M 04:30 PM - 06:50 PM)
PHYS 1310L, 25019.0, T, 02:00 PM - 04:20 PM, 1.0, PHYS 1310L - Calculus-Based Physics I Lab (T 02:00 PM - 04:20 PM)
PHYS 1310L, 25021.0, W, 02:00 PM - 04:20 PM, 1.0, PHYS 1310L - Calculus-Based Physics I Lab (W 02:00 PM - 04:20 PM)
PHYS 1310L, 25111.0, W, 04:30 PM - 06:50 PM, 1.0, PHYS 1310L - Calculus-Based Physics I Lab (W 04:30 PM - 06:50 PM)
PHYS 1310L, 25022.0, R, 02:00 PM - 04:20 PM, 1.0, PHYS 1310L - Calculus-Based Physics I Lab (R 02:00 PM - 04:20 PM)
PHYS 1320, 25023.0, TR, 09:30 AM - 10:50 AM, 4.0, PHYS 1320 - Calculus-Based Physics II (T/R 09:30 AM - 10:50 AM)
PHYS 1320, 26434.0, TR, 09:30 AM - 10:45 AM, 4.0, PHYS 1320 - Calculus-Based Physics II (T/R 09:30 AM - 10:45 AM)
ME 5022, 25405.0, F, 08:00 AM - 05:00 PM, 3.0, ME 5022 - Adv. Exploration Field Mapping (F 08:00 AM - 05:00 PM)
ME 5028, 25408.0, TR, 12:30 PM - 01:45 PM, 3.0, ME 5028 - Advanced Mine Ventilation (T/R 12:30 PM - 01:45 PM)
ME 5035, 25406.0, MW, 10:00 AM - 11:15 AM, 3.0, ME 5035 - Stability of Rock Slopes (M/W 10:00 AM - 11:15 AM)
ME 5040, 26006.0, TR, 09:30 AM - 10:45 AM, 3.0, ME 5040 - Computer App in Geotech Eng (T/R 09:30 AM - 10:45 AM)
ME 5072, 25407.0, M, 04:00 PM - 06:00 PM, 1.0, ME 5072 - Graduate Seminar (M 04:00 PM - 06:00 PM)
ME 5089, 26245.0, MW, 01:00 PM - 02:15 PM, 3.0, ME 5089 - Mach Learn Apps Geosci & Engin (M/W 01:00 PM - 02:15 PM)
ME 5089, 26248.0, MW, 01:00 PM - 02:15 PM, 3.0, ME 5089 - Mach Learn Apps Geosci & Engin (M/W 01:00 PM - 02:15 PM)
PHYS 1320, 25024.0, MWF, 10:00 AM - 10:50 AM, 4.0, PHYS 1320 - Calculus-Based Physics II (M/W/F 10:00 AM - 10:50 AM)
PHYS 1320, 25085.0, MWF, 10:00 AM - 10:50 AM, 4.0, PHYS 1320 - Calculus-Based Physics II (M/W/F 10:00 AM - 10:50 AM)
PHYS 1320, 25294.0, MWF, 10:00 AM - 10:50 AM, 4.0, PHYS 1320 - Calculus-Based Physics II (M/W/F 10:00 AM - 10:50 AM)
PHYS 1320L, 25027.0, T, 02:00 PM - 04:20 PM, 1.0, PHYS 1320L - Calculus-Based Physics II Lab (T 02:00 PM - 04:20 PM)
PHYS 1320L, 25028.0, T, 05:00 PM - 07:20 PM, 1.0, PHYS 1320L - Calculus-Based Physics II Lab (T 05:00 PM - 07:20 PM)
PHYS 1320L, 25030.0, W, 04:30 PM - 06:50 PM, 1.0, PHYS 1320L - Calculus-Based Physics II Lab (W 04:30 PM - 06:50 PM)
PHYS 1320L, 25031.0, R, 02:00 PM - 04:20 PM, 1.0, PHYS 1320L - Calculus-Based Physics II Lab (R 02:00 PM - 04:20 PM)
PHYS 2250, 25032.0, MWF, 10:00 AM - 10:50 AM, 4.0, PHYS 2250 - Comprehensive Physics I (M/W/F 10:00 AM - 10:50 AM)
PHYS 2250L, 25033.0, T, 02:00 PM - 04:20 PM, 1.0, PHYS 2250L - Comprehensive Physics I Lab (T 02:00 PM - 04:20 PM)
PHYS 2250L, 25034.0, R, 02:00 PM - 04:20 PM, 1.0, PHYS 2250L - Comprehensive Physic I Lab (R 02:00 PM - 04:20 PM)
PHYS 2420, 25035.0, TR, 11:00 AM - 12:15 PM, 3.0, PHYS 2420 - Computational Physics I (T/R 11:00 AM - 12:15 PM)
PHYS 3021, 25510.0, MWF, 10:00 AM - 10:50 AM, 3.0, PHYS 3021 - Intermediate Mechanics (M/W/F 10:00 AM - 10:50 AM)
PHYS 3025, 25512.0, MWF, 11:00 AM - 11:50 AM, 3.0, PHYS 3025 - Astrophysics I (M/W/F 11:00 AM - 11:50 AM)
PHYS 3027L, 25517.0, M, 05:00 PM - 05:50 PM, 1.0, PHYS 3027L - Astronomy Lab (M 05:00 PM - 05:50 PM)
PHYS 3033, 25518.0, TR, 11:00 AM - 12:15 PM, 3.0, PHYS 3033 - Electricity & Magnetism (T/R 11:00 AM - 12:15 PM)
PHYS 4001, 26513.0, M, 02:00 PM - 04:00 PM, 2.0, PHYS 4001 - Intro Rsrch & Scientific Comm (M 02:00 PM - 04:00 PM)
PHYS 4011, 25520.0, MWF, 11:00 AM - 11:50 AM, 3.0, PHYS 4011 - Thermodynamics & Statistical (M/W/F 11:00 AM - 11:50 AM)
PHYS 4025, 25521.0, TR, 12:30 PM - 01:45 PM, 3.0, PHYS 4025 - Astrophysics III (T/R 12:30 PM - 01:45 PM)
PHYS 4027, 26436.0, TR, 12:30 PM - 01:45 PM, 3.0, PHYS 4027 - Atmospheric Physics (T/R 12:30 PM - 01:45 PM)
PHYS 4043, 25524.0, TR, 11:00 AM - 12:15 PM, 3.0, PHYS 4043 - Atomic & Nuclear Physics (T/R 11:00 AM - 12:15 PM)
PHYS 4051, 26437.0, W, 02:00 PM - 04:20 PM, 2.0, PHYS 4051 - Senior Lab (W 02:00 PM - 04:20 PM)
PHYS 4089, 26007.0, MWF, 01:00 PM - 01:50 PM, 3.0, PHYS 4089 - Nuclear Physics (M/W/F 01:00 PM - 01:50 PM)
IT 3021, 25519.0, MWF, 11:00 AM - 11:50 AM, 3.0, IT 3021 - Internet & Web Programming (M/W/F 11:00 AM - 11:50 AM)
IT 3053, 25522.0, TR, 12:30 PM - 01:45 PM, 3.0, IT 3053 - Introduct to Computer Networks (T/R 12:30 PM - 01:45 PM)
IT 4041, 25523.0, W, 03:00 PM - 05:30 PM, 3.0, IT 4041 - Cryptography & Applications (W 03:00 PM - 05:30 PM)
IT 4081, 25525.0, W, 09:00 AM - 10:30 AM, 3.0, IT 4081 - Senior IT Design Project (W 09:00 AM - 10:30 AM)
MTLS 101L, 25580.0, M, 02:00 PM - 04:50 PM, 1.0, MTLS 101L - Materials Sci. & Eng. Lab (M 02:00 PM - 04:50 PM)
MTLS 202, 25583.0, TR, 09:30 AM - 10:45 AM, 3.0, MTLS 202 - Materials Engineering I (T/R 09:30 AM - 10:45 AM)
MTLS 202L, 25584.0, M, 02:00 PM - 04:50 PM, 1.0, MTLS 202L - Materials Engineering I Lab (M 02:00 PM - 04:50 PM)
MTLS 202L, 25587.0, T, 02:00 PM - 04:50 PM, 1.0, MTLS 202L - Materials Engineering I Lab (T 02:00 PM - 04:50 PM)
MTLS 202L, 25592.0, W, 02:00 PM - 04:50 PM, 1.0, MTLS 202L - Materials Engineering I Lab (W 02:00 PM - 04:50 PM)
MTLS 202L, 25596.0, R, 02:00 PM - 04:50 PM, 1.0, MTLS 202L - Materials Engineering I Lab (R 02:00 PM - 04:50 PM)
MTLS 3001, 25450.0, TR, 11:00 AM - 12:15 PM, 3.0, MTLS 3001 - Intro to Ceramic Engineering (T/R 11:00 AM - 12:15 PM)
MTLS 3010, 25461.0, TR, 02:00 PM - 04:45 PM, 3.0, MTLS 3010 - Proc.& Microstruct. Meth & Ana (T/R 02:00 PM - 04:45 PM)
MTLS 3050, 25462.0, TR, 12:30 PM - 01:45 PM, 3.0, MTLS 3050 - Materials Thermodynamics (T/R 12:30 PM - 01:45 PM)
MTLS 4010, 25463.0, TR, 02:00 PM - 03:15 PM, 3.0, MTLS 4010 - Microstruct Char Meth & Analys (T/R 02:00 PM - 03:15 PM)
MTLS 4020, 26415.0, TR, 03:30 PM - 04:45 PM, 3.0, MTLS 4020 - Biomedical Materials (T/R 03:30 PM - 04:45 PM)
MTLS 4041, 26412.0, TR, 09:30 AM - 10:45 AM, 2.0, MTLS 4041 - X-ray Diffraction (T/R 09:30 AM - 10:45 AM)
MTLS 4041, 26413.0, TR, 09:30 AM - 10:45 AM, 2.0, MTLS 4041 - X-ray Diffraction (T/R 09:30 AM - 10:45 AM)
MTLS 4081, 25471.0, MW, 11:00 AM - 11:50 AM, 2.0, MTLS 4081 - Engineering Design I (M/W 11:00 AM - 11:50 AM)
MTLS 4081L, 25474.0, F, 11:00 AM - 11:50 AM, 1.0, MTLS 4081L - Engineering Design I Lab (F 11:00 AM - 11:50 AM)
MTLS 4083, 26531.0, MWF, 09:00 AM - 09:50 AM, 3.0, MTLS 4083 - Scanning Electron Microscopy (M/W/F 09:00 AM - 09:50 AM)
MTLS 4083, 26532.0, MWF, 09:00 AM - 09:50 AM, 3.0, MTLS 4083 - Scanning Electron Microscopy (M/W/F 09:00 AM - 09:50 AM)
HUMN 1220, 26048.0, TR, 12:30 AM - 01:45 PM, 3.0, HUMN 1220 - Film Genres (Fresh) (T/R 12:30 AM - 01:45 PM)
HUMN 1220, 26049.0, TR, 12:30 PM - 01:45 PM, 3.0, HUMN 1220 - g:Film Genres (T/R 12:30 PM - 01:45 PM)
HUMN 2180, 26443.0, MWF, 02:00 PM - 02:50 PM, 3.0, HUMN 2180 - g:Latin American Popular Music (M/W/F 02:00 PM - 02:50 PM)
HUMN 3009, 26444.0, TR, 05:00 PM - 06:15 PM, 3.0, HUMN 3009 - g:Song & Society (T/R 05:00 PM - 06:15 PM)
HIST 1150, 25104.0, MWF, 12:00 PM - 12:50 PM, 3.0, HIST 1150 - Western Civil I (Freshman) (M/W/F 12:00 PM - 12:50 PM)
HIST 1150, 25105.0, MWF, 12:00 PM - 12:50 PM, 3.0, HIST 1150 - Western Civilization I (M/W/F 12:00 PM - 12:50 PM)
HIST 1166, 25106.0, MWF, 10:00 AM - 10:50 AM, 3.0, HIST 1166 - Sci&Tech:Handaxe to Steam fres (M/W/F 10:00 AM - 10:50 AM)
HIST 1166, 25975.0, MWF, 10:00 AM - 10:50 AM, 3.0, HIST 1166 - Sci&Tech from Handaxe to Steam (M/W/F 10:00 AM - 10:50 AM)
HIST 3045, 25196.0, MWF, 01:00 PM - 01:50 PM, 3.0, HIST 3045 - g:Rise & Fall of Soviet Union (M/W/F 01:00 PM - 01:50 PM)
MENG 110, 25878.0, TR, 12:30 PM - 01:45 PM, 2.0, MENG 110 - Intro to Mechanical Eng (T/R 12:30 PM - 01:45 PM)
MENG 110L, 25879.0, M, 12:00 PM - 02:30 PM, 1.0, MENG 110L - Intro to Mechanical Eng. Lab (M 12:00 PM - 02:30 PM)
MENG 110L, 25880.0, T, 02:00 PM - 04:30 PM, 1.0, MENG 110L - Intro to Mechanical Eng. Lab (T 02:00 PM - 04:30 PM)
MENG 110L, 25882.0, W, 02:00 PM - 04:30 PM, 1.0, MENG 110L - Intro to Mechanical Eng. Lab (W 02:00 PM - 04:30 PM)
MENG 210, 25884.0, TR, 11:00 AM - 12:15 PM, 2.0, MENG 210 - Sophomore Design & Measurement (T/R 11:00 AM - 12:15 PM)
MENG 210L, 25885.0, R, 02:15 PM - 04:00 PM, 1.0, MENG 210L - Soph Design & Measure Lab (R 02:15 PM - 04:00 PM)
MENG 210L, 25886.0, F, 08:00 AM - 10:30 AM, 1.0, MENG 210L - Soph Design & Measure Lab (F 08:00 AM - 10:30 AM)
MENG 3002L, 25889.0, M, 03:00 PM - 05:30 PM, 1.0, MENG 3002L - Mechanics of Materials Lab (M 03:00 PM - 05:30 PM)
MENG 3002L, 25890.0, W, 02:00 PM - 04:30 PM, 1.0, MENG 3002L - Mechanics of Materials Lab (W 02:00 PM - 04:30 PM)
MENG 3002L, 25891.0, F, 03:00 PM - 05:30 PM, 1.0, MENG 3002L - Mechanics of Materials Lab (F 03:00 PM - 05:30 PM)
MENG 3004, 25892.0, TR, 08:00 AM - 09:15 AM, 3.0, MENG 3004 - Advanced Strength of Materials (T/R 08:00 AM - 09:15 AM)
MENG 3005, 25893.0, TR, 02:00 PM - 03:15 PM, 3.0, MENG 3005 - Numerical Methods & Analysis (T/R 02:00 PM - 03:15 PM)
MENG 3041, 26121.0, MWF, 10:00 AM - 10:50 AM, 3.0, MENG 3041 - Mech Eng Technical Writing (M/W/F 10:00 AM - 10:50 AM)
MENG 3041, 26120.0, MWF, 11:00 AM - 11:50 AM, 3.0, MENG 3041 - Mech Eng Technical Writing (M/W/F 11:00 AM - 11:50 AM)
MENG 3081, 25896.0, T, 03:30 PM - 04:45 PM, 2.0, MENG 3081 - Jr Eng Design Clinic I (T 03:30 PM - 04:45 PM)
MENG 3082, 25899.0, T, 03:30 PM - 04:45 PM, 2.0, MENG 3082 - Jr Eng Design Clinic II (T 03:30 PM - 04:45 PM)
MENG 4005, 25902.0, TR, 12:30 PM - 01:45 PM, 2.0, MENG 4005 - Dynamic Systems & Controls (T/R 12:30 PM - 01:45 PM)
MENG 4005L, 25903.0, M, 03:00 PM - 05:30 PM, 1.0, MENG 4005L - Dynamic Systems & Controls Lab (M 03:00 PM - 05:30 PM)
HYDR 5007, 25839.0, TR, 11:00 AM - 12:15 PM, 3.0, HYDR 5007 - Hydrogeochemistry (T/R 11:00 AM - 12:15 PM)
HYDR 5007, 25841.0, TR, 11:00 AM - 12:15 PM, 3.0, HYDR 5007 - Hydrogeochemistry (T/R 11:00 AM - 12:15 PM)
HYDR 5011, 26394.0, TR, 12:30 PM - 01:45 PM, 3.0, HYDR 5011 - Groundwater Hydrology (T/R 12:30 PM - 01:45 PM)
HYDR 5011, 26395.0, TR, 12:30 PM - 01:45 PM, 3.0, HYDR 5011 - Groundwater Hydrology (T/R 12:30 PM - 01:45 PM)
HYDR 5034, 26393.0, MWF, 09:00 AM - 09:50 AM, 3.0, HYDR 5034 - Introduction to Remote Sensing (M/W/F 09:00 AM - 09:50 AM)
HYDR 5089, 26111.0, W, 12:00 PM - 12:50 PM, 1.0, HYDR 5089 - Fndmtls of Sci Comput Sem (W 12:00 PM - 12:50 PM)
HYDR 5089, 26095.0, MWF, 09:00 AM - 09:50 AM, 3.0, HYDR 5089 - Statistical Mthds in ES (M/W/F 09:00 AM - 09:50 AM)
HYDR 5089, 26096.0, W, 09:00 AM - 09:50 AM, 3.0, HYDR 5089 - Statistical Mthds in ES (W 09:00 AM - 09:50 AM)
PHYS 4089, 26438.0, TR, 02:00 PM - 03:15 PM, 1.0, PHYS 4089 - Relativity & Cosmology (T/R 02:00 PM - 03:15 PM)
PHYS 5001, 25551.0, M, 02:00 PM - 04:00 PM, 2.0, PHYS 5001 - Intro Rsrch & Scientific Comm (M 02:00 PM - 04:00 PM)
PHYS 5009, 25553.0, MW, 12:30 PM - 01:45 PM, 3.0, PHYS 5009 - Methods Of Theoretical Physics (M/W 12:30 PM - 01:45 PM)
PHYS 5064, 26439.0, TR, 02:00 PM - 03:15 PM, 3.0, PHYS 5064 - Relativity & Cosmology (T/R 02:00 PM - 03:15 PM)
PHYS 5079, 25560.0, R, 03:30 PM - 05:00 PM, 1.0, PHYS 5079 - Graduate-Faculty Seminar (R 03:30 PM - 05:00 PM)
PHYS 5089, 26008.0, MWF, 01:00 PM - 01:50 PM, 3.0, PHYS 5089 - Nuclear Physics (M/W/F 01:00 PM - 01:50 PM)
MATH 0289, 25118.0, MWF, 03:00 PM - 04:05 PM, 3.0, MATH 0289 - Vector Calculus (M/W/F 03:00 PM - 04:05 PM)
MATH 0289, 25119.0, MWF, 12:45 PM - 01:50 PM, 3.0, MATH 0289 - Vector Calculus (M/W/F 12:45 PM - 01:50 PM)
MATH 1220, 25036.0, MTWRF, 09:00 AM - 09:50 AM, 3.0, MATH 1220 - College Algebra (M/T/W/R/F 09:00 AM - 09:50 AM)
MATH 1220, 25123.0, MTWRF, 11:00 AM - 11:50 AM, 3.0, MATH 1220 - College Algebra (M/T/W/R/F 11:00 AM - 11:50 AM)
MATH 1230, 25042.0, MWF, 10:00 AM - 10:50 AM, 3.0, MATH 1230 - Trigonometry (M/W/F 10:00 AM - 10:50 AM)
MATH 1230, 25043.0, MWF, 09:00 AM - 09:50 AM, 3.0, MATH 1230 - Trigonometry (M/W/F 09:00 AM - 09:50 AM)
MATH 1240, 25037.0, MWF, 01:00 PM - 01:50 PM, 3.0, MATH 1240 - Pre-Calculus (M/W/F 01:00 PM - 01:50 PM)
MATH 1240, 25038.0, MWF, 02:00 PM - 02:50 PM, 3.0, MATH 1240 - Pre-Calculus (M/W/F 02:00 PM - 02:50 PM)
MATH 1430, 26463.0, MWF, 10:00 AM - 10:50 AM, 3.0, MATH 1430 - Application to Calculus 1 (M/W/F 10:00 AM - 10:50 AM)
MATH 1510, 25090.0, MWF, 11:00 AM - 11:50 AM, 4.0, MATH 1510 - g: Calculus I (M/W/F 11:00 AM - 11:50 AM)
MATH 1510, 25047.0, MWF, 10:00 AM - 10:50 AM, 4.0, MATH 1510 - g: Calculus I (M/W/F 10:00 AM - 10:50 AM)
MATH 1510, 25091.0, MWF, 01:00 PM - 01:50 PM, 4.0, MATH 1510 - g: Calculus I (M/W/F 01:00 PM - 01:50 PM)
MATH 1520, 25050.0, MWF, 12:35 PM - 01:50 PM, 4.0, MATH 1520 - g: Calculus II (M/W/F 12:35 PM - 01:50 PM)
MTLS 5020, 26418.0, TR, 03:30 PM - 04:45 PM, 3.0, MTLS 5020 - Biomedical Materials (T/R 03:30 PM - 04:45 PM)
MTLS 5020, 26419.0, TR, 03:30 PM - 04:45 PM, 3.0, MTLS 5020 - Biomedical Materials (T/R 03:30 PM - 04:45 PM)
MTLS 5080, 26420.0, MWF, 10:00 AM - 10:50 AM, 3.0, MTLS 5080 - Dislocation Theory (M/W/F 10:00 AM - 10:50 AM)
MTLS 5080, 26421.0, MWF, 10:00 AM - 10:50 AM, 3.0, MTLS 5080 - Dislocation Theory (M/W/F 10:00 AM - 10:50 AM)
GEOB 5089, 25727.0, W, 12:00 PM - 12:50 PM, 1.0, GEOB 5089 - Fndmtls of Sci comput sem (W 12:00 PM - 12:50 PM)
GEOB 5093, 25179.0, R, 04:00 PM - 05:00 PM, 1.0, GEOB 5093 - Seminar (R 04:00 PM - 05:00 PM)
GEOP 5089, 25729.0, W, 12:00 PM - 12:50 PM, 1.0, GEOP 5089 - Fndmtls of Sci Comput Sem (W 12:00 PM - 12:50 PM)
GEOP 5089, 26219.0, TR, 09:30 AM - 10:45 AM, 3.0, GEOP 5089 - Comput Methods in Geodynamics (T/R 09:30 AM - 10:45 AM)
GEOP 5093, 25782.0, R, 04:00 PM - 05:00 PM, 1.0, GEOP 5093 - Seminar (R 04:00 PM - 05:00 PM)
MENG 4005L, 25904.0, W, 11:00 AM - 01:30 PM, 1.0, MENG 4005L - Dynamic Systems & Controls Lab (W 11:00 AM - 01:30 PM)
MENG 4021, 25907.0, TR, 11:00 AM - 12:15 PM, 2.0, MENG 4021 - Finite Elem Analysis & Design (T/R 11:00 AM - 12:15 PM)
MENG 4021L, 25911.0, W, 08:00 AM - 10:30 AM, 1.0, MENG 4021L - Finite Elem Analy & Design Lab (W 08:00 AM - 10:30 AM)
MENG 4021L, 25932.0, F, 03:00 PM - 05:30 PM, 1.0, MENG 4021L - Finite Elem Analy & Design Lab (F 03:00 PM - 05:30 PM)
MENG 4031, 26355.0, TR, 08:00 AM - 09:15 AM, 2.0, MENG 4031 - Fluid &Thermal Systems (T/R 08:00 AM - 09:15 AM)
MENG 4031L, 25934.0, T, 02:00 PM - 04:30 PM, 1.0, MENG 4031L - Fluid & Thermal Systems Lab (T 02:00 PM - 04:30 PM)
MENG 4031L, 25938.0, W, 02:00 PM - 04:30 PM, 1.0, MENG 4031L - Fluid & Thermal Systems Lab (W 02:00 PM - 04:30 PM)
MENG 4041, 25947.0, MW, 11:00 AM - 12:15 PM, 3.0, MENG 4041 - Dynam/Vibrat in Struc Design (M/W 11:00 AM - 12:15 PM)
MENG 4051, 25950.0, TR, 02:00 PM - 03:15 PM, 3.0, MENG 4051 - Design of Machine Elements (T/R 02:00 PM - 03:15 PM)
MENG 4063, 26356.0, TR, 09:30 AM - 10:45 AM, 3.0, MENG 4063 - Bioinspiration & Biomimetrics (T/R 09:30 AM - 10:45 AM)
MENG 4081, 25955.0, R, 03:30 PM - 04:45 PM, 3.0, MENG 4081 - Senior Eng Design Clinic I (R 03:30 PM - 04:45 PM)
MENG 4082, 25961.0, R, 03:30 PM - 04:45 PM, 3.0, MENG 4082 - Senior Engr Design Clinic II (R 03:30 PM - 04:45 PM)
MENG 4083, 25966.0, TR, 09:30 AM - 10:45 AM, 2.0, MENG 4083 - Mechatronics (T/R 09:30 AM - 10:45 AM)
MENG 4083L, 25968.0, M, 08:00 AM - 10:30 AM, 1.0, MENG 4083L - Mechatronics Lab (M 08:00 AM - 10:30 AM)
MENG 4083L, 25969.0, F, 12:00 PM - 02:30 PM, 1.0, MENG 4083L - Mechatronics Lab (F 12:00 PM - 02:30 PM)
MENG 4089, 25945.0, W, 08:00 AM - 10:30 AM, 1.0, MENG 4089 - Machining & Metalwork Tech (W 08:00 AM - 10:30 AM)
MENG 4089, 25946.0, W, 11:00 AM - 01:30 PM, 1.0, MENG 4089 - Machining & Metalwork Tech (W 11:00 AM - 01:30 PM)
MENG 4089, 25949.0, W, 02:30 PM - 05:00 PM, 1.0, MENG 4089 - Machining & Metalwork Tech (W 02:30 PM - 05:00 PM)
MENG 4089, 26357.0, TR, 02:00 PM - 03:15 PM, 3.0, MENG 4089 - Adv Finite Element Analysis (T/R 02:00 PM - 03:15 PM)
MENG 4089, 26358.0, TR, 08:00 AM - 09:15 AM, 3.0, MENG 4089 - Adv. Engineering Math (T/R 08:00 AM - 09:15 AM)
HYDR 5093, 26110.0, R, 04:00 PM - 05:00 PM, 1.0, HYDR 5093 - Seminar (R 04:00 PM - 05:00 PM)
HYDR 5093, 26112.0, R, 04:00 PM - 05:00 PM, 1.0, HYDR 5093 - Seminar (R 04:00 PM - 05:00 PM)
GEOC 5007, 25218.0, TR, 11:00 AM - 12:15 PM, 3.0, GEOC 5007 - Hydrogeochemistry (T/R 11:00 AM - 12:15 PM)
GEOC 5062, 26090.0, TR, 09:30 AM - 10:45 AM, 3.0, GEOC 5062 - Mineral Deposits (T/R 09:30 AM - 10:45 AM)
GEOC 5089, 25728.0, W, 12:00 PM - 12:50 PM, 1.0, GEOC 5089 - Fndmtls of Sci comput sem (W 12:00 PM - 12:50 PM)
GEOC 5089, 26342.0, M, 02:00 PM - 05:00 PM, 1.0, GEOC 5089 - Raman Spectoscopy Lab (M 02:00 PM - 05:00 PM)
FDMA 2110, 26517.0, TR, 02:00 PM - 03:15 PM, 3.0, FDMA 2110 - Introduction to Film Studies (T/R 02:00 PM - 03:15 PM)
EXPL 4045, 25909.0, TR, 09:30 AM - 10:45 AM, 3.0, EXPL 4045 - Introduction  to Explosive Eng (T/R 09:30 AM - 10:45 AM)
EXPL 4052, 25913.0, F, 08:00 AM - 10:30 AM, 3.0, EXPL 4052 - Explosives Technology & Apps (F 08:00 AM - 10:30 AM)
MATH 1520, 25051.0, MWF, 08:35 AM - 09:50 AM, 4.0, MATH 1520 - g: Calculus II (M/W/F 08:35 AM - 09:50 AM)
MATH 1520A, 26246.0, MWF, 07:35 AM - 08:50 AM, 4.0, MATH 1520A - Calc II Ext (pt 1)(9/16-12/16) (M/W/F 07:35 AM - 08:50 AM)
MATH 1520B, 25307.0, MWF, 08:00 AM - 08:50 AM, 2.0, MATH 1520B - g: Calc II Extended (Part 2) (M/W/F 08:00 AM - 08:50 AM)
MATH 2350, 25054.0, MW, 02:00 PM - 02:50 PM, 3.0, MATH 2350 - Statistical Methods (M/W 02:00 PM - 02:50 PM)
MATH 2420, 25053.0, TR, 09:30 AM - 10:45 AM, 3.0, MATH 2420 - Applied Linear Algebra (T/R 09:30 AM - 10:45 AM)
MATH 2532, 25096.0, MWF, 12:45 PM - 01:50 PM, 4.0, MATH 2532 - Calculus III (M/W/F 12:45 PM - 01:50 PM)
MATH 2532, 25052.0, MWF, 03:00 PM - 04:05 PM, 4.0, MATH 2532 - Calculus III (M/W/F 03:00 PM - 04:05 PM)
MATH 3035, 25323.0, TR, 12:30 PM - 01:45 PM, 3.0, MATH 3035 - Ordinary Differential Equation (T/R 12:30 PM - 01:45 PM)
MATH 3035, 25324.0, MWF, 01:00 PM - 01:50 PM, 3.0, MATH 3035 - Ordinary Differential Equation (M/W/F 01:00 PM - 01:50 PM)
MATH 3035L, 25325.0, W, 04:00 PM - 05:15 PM, 1.0, MATH 3035L - ODE Computer Lab (W 04:00 PM - 05:15 PM)
MATH 3036, 25327.0, TR, 11:00 AM - 12:15 PM, 3.0, MATH 3036 - Intro to PDE's (T/R 11:00 AM - 12:15 PM)
MATH 3036, 26473.0, MWF, 02:00 PM - 02:50 PM, 3.0, MATH 3036 - Intro to PDE's (M/W/F 02:00 PM - 02:50 PM)
MATH 3052, 25330.0, TR, 09:30 AM - 10:45 AM, 3.0, MATH 3052 - Basic Concepts of Mathematics (T/R 09:30 AM - 10:45 AM)
MATH 3072, 25332.0, TR, 09:30 AM - 10:45 AM, 3.0, MATH 3072 - Basic Concepts of Analysis (T/R 09:30 AM - 10:45 AM)
MATH 3082, 25334.0, TR, 02:00 PM - 03:15 PM, 3.0, MATH 3082 - Probability and Statistics (T/R 02:00 PM - 03:15 PM)
MATH 3082, 26474.0, MWF, 10:00 AM - 10:50 AM, 3.0, MATH 3082 - Probability and Statistics (M/W/F 10:00 AM - 10:50 AM)
MATH 3082L, 25336.0, M, 06:30 PM - 07:45 PM, 1.0, MATH 3082L - Probability and Statistics Lab (M 06:30 PM - 07:45 PM)
MATH 3082L, 25351.0, T, 06:30 PM - 07:45 PM, 1.0, MATH 3082L - Probability and Statistics Lab (T 06:30 PM - 07:45 PM)
MATH 3082L, 26475.0, W, 06:30 PM - 07:45 PM, 1.0, MATH 3082L - Probability and Statistics Lab (W 06:30 PM - 07:45 PM)
MATH 4010, 25352.0, TR, 08:00 AM - 09:15 AM, 3.0, MATH 4010 - Numerical Methods I (T/R 08:00 AM - 09:15 AM)
MATH 4030, 25354.0, MWF, 11:00 AM - 11:50 AM, 3.0, MATH 4030 - Mathematical Modeling (M/W/F 11:00 AM - 11:50 AM)
MATH 4035, 26072.0, TR, 12:30 PM - 01:45 PM, 3.0, MATH 4035 - Complex Analysis (T/R 12:30 PM - 01:45 PM)
MATH 4037, 25978.0, TR, 02:00 PM - 03:15 PM, 3.0, MATH 4037 - Systems of ODE's (T/R 02:00 PM - 03:15 PM)
MATH 4083, 25355.0, TR, 09:30 AM - 10:45 AM, 3.0, MATH 4083 - Mathematical Statistics (T/R 09:30 AM - 10:45 AM)
GEOL 1110, 25077.0, TR, 09:30 AM - 10:45 AM, 3.0, GEOL 1110 - Earth Processes (T/R 09:30 AM - 10:45 AM)
GEOL 1110L, 26202.0, T, 02:00 PM - 05:00 PM, 1.0, GEOL 1110L - Earth Processes Lab (T 02:00 PM - 05:00 PM)
GEOL 1110L, 26203.0, W, 02:00 PM - 05:00 PM, 1.0, GEOL 1110L - Earth Processes Lab (W 02:00 PM - 05:00 PM)
GEOL 1110L, 26204.0, R, 01:00 PM - 04:00 PM, 1.0, GEOL 1110L - Earth Processes Lab (R 01:00 PM - 04:00 PM)
GEOL 2320, 25078.0, MWF, 09:00 AM - 09:50 AM, 4.0, GEOL 2320 - Erth Surf Processes & Landform (M/W/F 09:00 AM - 09:50 AM)
